0	612115	1.0
0	612116	1.0
0	612117	1.0
0	612118	1.0
1	612119	1.0
1	612120	1.0
1	612121	1.0
1	612122	1.0
1	612123	1.0
1	612124	1.0
1	612125	1.0
1	612126	1.0
1 612127  1.0
1	612128	1.0
1	612129	1.0
1	612130	1.0
1	612131	1.0
1	612132	1.0
1	612133	1.0
1	612134	1.0
1	612135	1.0
1	612136	1.0
1	612137	1.0
1	612138	1.0
1	612139	1.0
2	612115	2.0
2	612141	1.0
2	612142	1.0
2	612143	1.0
2	612144	1.0
2	612145	1.0
2	612146	1.0
2	612147	1.0
2	612148	1.0
2	612149	1.0
2	612150	2.0
3	612119	1.0
3	612120	1.0
3	612121	1.0
3	612122	1.0
3	612123	1.0
3	612124	1.0
3	612125	1.0
3	612126	1.0
3	612127	1.0
3	612128	1.0
3	612129	1.0
3	612130	1.0
3	612131	1.0
3	612132	1.0
3	612133	1.0
3	612134	1.0
3	612135	1.0
3	612136	1.0
3	612137	1.0
3	612138	1.0
3	612139	1.0
4	612172	1.0
4	612173	1.0
4	612174	1.0
4	612115	2.0
4	612176	1.0
4	612177	1.0
4	612178	1.0
4	612179	1.0
4	612180	1.0
4	612181	1.0
4	612182	1.0
4	612183	1.0
4	612184	1.0
4	612185	1.0
4	612186	1.0
4	612187	1.0
4	612188	1.0
5	612189	1.0
5	612190	1.0
5	612191	1.0
5	612115	2.0
5	612193	1.0
5	612194	1.0
5	612195	1.0
5	612196	1.0
5	612197	1.0
5	612198	1.0
5	612199	1.0
5	612200	1.0
5	612201	1.0
6	612202	1.0
6	612203	1.0
6	612204	2.0
6	612115	5.0
6	612206	1.0
6	612207	1.0
6	612208	1.0
6	612209	2.0
6	612210	1.0
6	612211	1.0
6	612212	1.0
7	612115	3.0
7	612214	1.0
7	612215	1.0
7	612216	1.0
7	612207	1.0
7	612218	2.0
7	612219	1.0
7	612143	3.0
7	612221	1.0
7	612222	1.0
7	612223	1.0
7	612148	1.0
7	612225	1.0
7	612226	1.0
7	612227	1.0
8	612228	2.0
8	612229	2.0
8	612230	2.0
8	612231	2.0
8	612232	1.0
9	612233	1.0
9	612115	2.0
9	612235	1.0
9	612236	1.0
9	612237	1.0
9	612238	1.0
9	612239	1.0
9	612240	1.0
9	612241	1.0
9	612242	1.0
9	612243	1.0
9	612244	1.0
9	612245	1.0
9	612246	1.0
9	612247	1.0
9	612248	1.0
9	612249	1.0
9	612250	1.0
9	612251	1.0
10	612252	2.0
10	612115	2.0
10	612254	1.0
10	612255	2.0
10	612256	1.0
10	612257	1.0
10	612258	1.0
11	612115	1.0
11	612260	1.0
11	612261	1.0
11	612262	1.0
11	612263	2.0
11	612264	2.0
11	612265	1.0
11	612266	1.0
11	612267	1.0
11	612268	1.0
11	612223	1.0
11	612270	1.0
11	612271	1.0
11	612272	1.0
11	612273	1.0
12	612274	1.0
12	612275	1.0
12	612115	2.0
12	612277	1.0
12	612278	1.0
12	612279	1.0
12	612280	1.0
12	612281	1.0
12	612282	1.0
12	612283	1.0
12	612284	3.0
12	612285	1.0
12	612286	2.0
12	612287	1.0
12	612288	2.0
12	612226	2.0
12	612290	1.0
13	612291	1.0
13	612115	1.0
13	612275	1.0
13	612294	1.0
13	612295	1.0
14	612296	3.0
14	612297	2.0
14	612229	2.0
14	612299	1.0
14	612300	1.0
14	612278	1.0
14	612115	1.0
14	612143	1.0
15	612115	3.0
15	612305	1.0
15	612306	1.0
15	612231	1.0
15	612308	1.0
15	612309	1.0
15	612310	3.0
15	612311	1.0
15	612312	1.0
16	612115	1.0
16	612314	2.0
16	612315	1.0
16	612316	2.0
16	612317	2.0
16	612318	1.0
16	612179	1.0
16	612320	1.0
17	612115	1.0
17	612322	1.0
17	612121	1.0
17	612324	1.0
17	612123	1.0
17	612326	1.0
17	612327	1.0
17	612328	1.0
17	612329	1.0
17	612330	2.0
17	612331	1.0
18	612115	2.0
18	612305	1.0
18	612334	1.0
18	612335	1.0
18	612336	1.0
19	612337	2.0
19	612338	2.0
19	612115	2.0
19	612295	1.0
19	612341	1.0
19	612342	1.0
19	612343	2.0
19	612344	1.0
19	612345	1.0
19	612346	2.0
19	612347	2.0
19	612348	1.0
19	612349	1.0
19	612350	1.0
20	612351	1.0
20	612115	2.0
20	612231	1.0
20	612354	1.0
20	612355	1.0
20	612121	1.0
20	612357	1.0
21	612190	1.0
21	612359	1.0
21	612338	1.0
21	612115	1.0
21	612324	1.0
21	612123	1.0
21	612364	1.0
21	612365	1.0
21	612366	1.0
21	612367	1.0
21	612368	1.0
21	612369	1.0
21	612370	1.0
21	612310	1.0
21	612372	1.0
21	612373	1.0
21	612374	1.0
21	612375	1.0
21	612376	1.0
22	612377	1.0
22	612115	2.0
22	612275	1.0
22	612380	2.0
22	612381	2.0
22	612143	1.0
23	612203	1.0
23	612384	2.0
23	612115	2.0
23	612305	1.0
23	612387	2.0
23	612388	1.0
23	612389	1.0
