0 1 1.0
0 2 1.0
0 3 1.0
0 4 1.0
1 5 1.0
1 6 1.0
1 7 1.0
1 8 1.0
1 9 1.0
1 10 1.0
1 11 1.0
1 12 1.0
1 13 1.0
1 14 1.0
1 15 1.0
1 16 1.0
1 17 1.0
1 18 1.0
1 19 1.0
1 20 1.0
1 21 1.0
1 22 1.0
1 23 1.0
1 24 1.0
1 25 1.0
2 1 2.0
2 27 1.0
2 28 1.0
2 29 1.0
2 30 1.0
2 31 1.0
2 32 1.0
2 33 1.0
2 34 1.0
2 35 1.0
2 36 2.0
3 5 1.0
3 6 1.0
3 7 1.0
3 8 1.0
3 9 1.0
3 10 1.0
3 11 1.0
3 12 1.0
3 13 1.0
3 14 1.0
3 15 1.0
3 16 1.0
3 17 1.0
3 18 1.0
3 19 1.0
3 20 1.0
3 21 1.0
3 22 1.0
3 23 1.0
3 24 1.0
3 25 1.0
4 58 1.0
4 59 1.0
4 60 1.0
4 1 2.0
4 62 1.0
4 63 1.0
4 64 1.0
4 65 1.0
4 66 1.0
4 67 1.0
4 68 1.0
4 69 1.0
4 70 1.0
4 71 1.0
4 72 1.0
4 73 1.0
4 74 1.0
5 75 1.0
5 76 1.0
5 77 1.0
5 1 2.0
5 79 1.0
5 80 1.0
5 81 1.0
5 82 1.0
5 83 1.0
5 84 1.0
5 85 1.0
5 86 1.0
5 87 1.0
6 88 1.0
6 89 1.0
6 90 2.0
6 1 5.0
6 92 1.0
6 93 1.0
6 94 1.0
6 95 2.0
6 96 1.0
6 97 1.0
6 98 1.0
7 1 3.0
7 100 1.0
7 101 1.0
7 102 1.0
7 93 1.0
7 104 2.0
7 105 1.0
7 29 3.0
7 107 1.0
7 108 1.0
7 109 1.0
7 34 1.0
7 111 1.0
7 112 1.0
7 113 1.0
8 114 2.0
8 115 2.0
8 116 2.0
8 117 2.0
8 118 1.0
9 119 1.0
9 1 2.0
9 121 1.0
9 122 1.0
9 123 1.0
9 124 1.0
9 125 1.0
9 126 1.0
9 127 1.0
9 128 1.0
9 129 1.0
9 130 1.0
9 131 1.0
9 132 1.0
9 133 1.0
9 134 1.0
9 135 1.0
9 136 1.0
9 137 1.0
10 138 2.0
10 1 2.0
10 140 1.0
10 141 2.0
10 142 1.0
10 143 1.0
10 144 1.0
11 1 1.0
11 146 1.0
11 147 1.0
11 148 1.0
11 149 2.0
11 150 2.0
11 151 1.0
11 152 1.0
11 153 1.0
11 154 1.0
11 109 1.0
11 156 1.0
11 157 1.0
11 158 1.0
11 159 1.0
12 160 1.0
12 161 1.0
12 1 2.0
12 163 1.0
12 164 1.0
12 165 1.0
12 166 1.0
12 167 1.0
12 168 1.0
12 169 1.0
12 170 3.0
12 171 1.0
12 172 2.0
12 173 1.0
12 174 2.0
12 112 2.0
12 176 1.0
13 177 1.0
13 1 1.0
13 161 1.0
13 180 1.0
13 181 1.0
14 182 3.0
14 183 2.0
14 115 2.0
14 185 1.0
14 186 1.0
14 164 1.0
14 1 1.0
14 29 1.0
15 1 3.0
15 191 1.0
15 192 1.0
15 117 1.0
15 194 1.0
15 195 1.0
15 196 3.0
15 197 1.0
15 198 1.0
16 1 1.0
16 200 2.0
16 201 1.0
16 202 2.0
16 203 2.0
16 204 1.0
16 65 1.0
16 206 1.0
17 1 1.0
17 208 1.0
17 7 1.0
17 210 1.0
17 9 1.0
17 212 1.0
17 213 1.0
17 214 1.0
17 215 1.0
17 216 2.0
17 217 1.0
18 1 2.0
18 191 1.0
18 220 1.0
18 221 1.0
18 222 1.0
19 223 2.0
19 224 2.0
19 1 2.0
19 181 1.0
19 227 1.0
19 228 1.0
19 229 2.0
19 230 1.0
19 231 1.0
19 232 2.0
19 233 2.0
19 234 1.0
19 235 1.0
19 236 1.0
20 237 1.0
20 1 2.0
20 117 1.0
20 240 1.0
20 241 1.0
20 7 1.0
20 243 1.0
21 76 1.0
21 245 1.0
21 224 1.0
21 1 1.0
21 210 1.0
21 9 1.0
21 250 1.0
21 251 1.0
21 252 1.0
21 253 1.0
21 254 1.0
21 255 1.0
21 256 1.0
21 196 1.0
21 258 1.0
21 259 1.0
21 260 1.0
21 261 1.0
21 262 1.0
22 263 1.0
22 1 2.0
22 161 1.0
22 266 2.0
22 267 2.0
22 29 1.0
23 89 1.0
23 270 2.0
23 1 2.0
23 191 1.0
23 273 2.0
23 274 1.0
23 275 1.0
23 276 1.0
23 277 1.0
23 278 2.0
23 279 1.0
23 280 2.0
23 281 2.0
23 282 2.0
23 283 1.0
24 1 3.0
24 285 3.0
24 286 1.0
24 287 1.0
24 288 1.0
24 289 1.0
24 290 1.0
24 291 1.0
25 76 1.0
25 1 2.0
25 294 2.0
25 295 2.0
25 296 1.0
25 297 1.0
25 298 1.0
25 299 1.0
25 29 2.0
25 301 1.0
25 302 1.0
25 303 2.0
25 304 1.0
25 305 1.0
25 306 1.0
25 307 2.0
26 223 2.0
26 1 3.0
26 100 1.0
26 311 1.0
26 312 1.0
26 65 1.0
26 243 1.0
26 315 1.0
26 32 1.0
26 317 2.0
26 318 1.0
26 319 1.0
26 320 1.0
26 321 1.0
26 322 1.0
26 323 1.0
27 1 2.0
27 325 1.0
27 326 1.0
27 210 1.0
27 328 1.0
27 329 1.0
27 330 1.0
27 331 1.0
27 332 1.0
27 333 1.0
27 334 1.0
27 335 1.0
27 195 1.0
27 337 3.0
27 338 1.0
27 339 1.0
27 340 1.0
28 341 1.0
28 1 2.0
28 343 1.0
28 344 1.0
28 345 1.0
28 65 1.0
28 347 1.0
28 17 1.0
28 182 1.0
28 350 1.0
28 197 1.0
28 352 1.0
28 261 2.0
28 354 1.0
28 355 1.0
28 356 1.0
28 357 1.0
29 358 1.0
29 1 2.0
29 360 1.0
29 361 3.0
29 362 2.0
29 126 1.0
29 364 1.0
29 96 1.0
29 366 1.0
29 367 1.0
29 368 1.0
29 369 1.0
29 370 1.0
29 371 1.0
29 372 1.0
30 1 2.0
30 374 1.0
30 375 1.0
30 376 1.0
30 65 1.0
30 299 1.0
30 379 1.0
30 380 1.0
30 381 1.0
30 382 1.0
30 383 1.0
30 384 1.0
30 385 1.0
30 386 1.0
30 387 1.0
30 388 1.0
30 389 1.0
30 390 1.0
31 1 3.0
31 392 1.0
31 393 1.0
31 394 1.0
31 122 1.0
31 329 4.0
31 397 1.0
31 398 1.0
31 399 1.0
31 400 1.0
31 401 1.0
31 402 1.0
31 403 1.0
32 58 2.0
32 1 2.0
32 406 2.0
32 407 2.0
32 408 2.0
32 409 1.0
32 410 2.0
32 411 1.0
32 17 1.0
32 413 1.0
32 414 1.0
32 415 1.0
33 416 1.0
33 89 1.0
33 1 2.0
33 419 1.0
33 420 1.0
33 421 2.0
33 422 1.0
33 423 1.0
33 128 1.0
33 425 1.0
33 426 2.0
33 427 1.0
33 34 1.0
33 429 1.0
33 430 1.0
33 431 1.0
34 1 3.0
34 296 1.0
34 434 1.0
34 435 1.0
34 436 1.0
34 329 1.0
34 438 1.0
34 301 1.0
34 397 1.0
34 274 1.0
34 442 2.0
34 443 1.0
34 444 2.0
34 445 1.0
34 370 1.0
34 447 1.0
34 403 3.0
35 1 3.0
35 325 1.0
35 451 1.0
35 452 1.0
35 453 1.0
35 454 1.0
35 455 1.0
35 456 3.0
35 457 2.0
35 458 1.0
35 459 1.0
35 109 1.0
35 386 1.0
35 462 2.0
35 463 1.0
35 464 1.0
36 59 1.0
36 1 2.0
36 467 1.0
36 468 1.0
36 469 2.0
36 470 1.0
36 471 1.0
36 472 3.0
36 473 1.0
36 474 1.0
36 475 1.0
36 476 1.0
36 477 1.0
36 478 1.0
36 479 1.0
36 480 1.0
36 481 1.0
37 482 1.0
37 1 3.0
37 484 1.0
37 375 1.0
37 486 1.0
37 487 1.0
37 488 1.0
37 489 1.0
37 490 1.0
37 285 1.0
37 380 1.0
37 493 1.0
37 286 1.0
37 495 1.0
37 496 1.0
37 447 1.0
38 482 1.0
38 499 1.0
38 1 3.0
38 501 1.0
38 502 1.0
